ItemID,Name,ItemType,ItemTypeDisplayName,Description,ItemClass,TradingCategory,TradingFamily,TradingGroup,BindOnPickup,BindOnEquip,GearScoreOverride,MinGearScore,MaxGearScore,Tier,ItemStatsRef,GrantsHWMBump,IgnoreNameChanges,IgnoreHWMScaling,CanHavePerks,CanReplaceGem,Perk1,Perk2,Perk3,Perk4,Perk5,PerkBucket1,PerkBucket2,PerkBucket3,PerkBucket4,PerkBucket5,ForceRarity,RequiredLevel,UseTypeAffix,UseMaterialAffix,UseMagicAffix,UiItemClass,ArmorAppearanceM,ArmorAppearanceF,WeaponAppearanceOverride,ConfirmDestroy,ConfirmBeforeUse,ConsumeOnUse,PrefabPath,HousingTags,IconPath,HiResIconPath,MaxStackSize,DeathDropPercentage,Nonremovable,IsMissionItem,IsUniqueItem,ContainerLevel,ContainerGS,IsSalvageable,SalvageResources,IsRepairable,RepairDustModifier,RepairRecipe,CraftingRecipe,RepairGameEventID,SalvageGameEventID,SalvageAchievement,RepairTypes,IngredientCategories,IngredientBonusPrimary,IngredientBonusSecondary,IngredientGearScoreBaseBonus,IngredientGearScoreMaxBonus,ExtraBonusItemChance,Durability,DurabilityDmgOnDeath,DestroyOnBreak,Weight,AcquisitionNotificationId,AudioPickup,AudioPlace,AudioUse,AudioCreated,AudioDestroyed,MannequinTag,SoundTableID,WarboardGatherStat,WarboardDepositStat,Notes,HideInLootTicker,AttributionId
CampSkin_SilverCrowsFire01_A,@CampSkin_SilverCrowsFire01_A_MasterName,Blueprint,,@CampSkin_SilverCrowsFire01_A_Description,Blueprint,,,,,,,,,1,,,,,,,,,,,,,,,,,,,0,0,0,UI_Consumable,,,,,0,1,Structures/Camps/CampVariants/CampSkin_SilverCrowsFire01_A,,LyShineUI/Images/Icons/Items/CampSkins/CampSkin_Season1_SilverCrows.png,LyShineUI/Images/Icons/Items_HiRes/CampSkin_Season1_SilverCrows.png,10000,0,,,,,,1,,,,,,,,,,,,,,,,,,0,1,,Play_UI_Pickup_Blueprint,Play_UI_Drop_Blueprint,Play_UI_Use_Blueprint,Play_UI_Created_Blueprint,,,,,,,,Season_1
Skin_Chest_femBardMT5,@Skin_Chest_femBardMT5_MasterName,Armor,,@Skin_Chest_femBardMT5_Description,EquippableChest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_feminineBardMT5_chest,f_feminineBardMT5_chest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Season_1
Skin_Head_femBardMT5,@Skin_Head_femBardMT5_MasterName,Armor,,@Skin_Head_femBardMT5_Description,EquippableHead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_feminineBardMT5_head,f_feminineBardMT5_head,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Season_1
Skin_Legs_femBardMT5,@Skin_Legs_femBardMT5_MasterName,Armor,,@Skin_Legs_femBardMT5_Description,EquippableLegs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_feminineBardMT5_legs,f_feminineBardMT5_legs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Season_1
Skin_Feet_femBardMT5,@Skin_Feet_femBardMT5_MasterName,Armor,,@Skin_Feet_femBardMT5_Description,EquippableFeet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_feminineBardMT5_feet,f_feminineBardMT5_feet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Season_1
Skin_Hands_femBardMT5,@Skin_Hands_femBardMT5_MasterName,Armor,,@Skin_Hands_femBardMT5_Description,EquippableHands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_feminineBardMT5_gloves,f_feminineBardMT5_gloves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Season_1
Skin_Gryphon_Mask,@Skin_Gryphon_Mask_MasterName,Armor,,@Skin_Gryphon_Mask_Description,EquippableHead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_Gryphon_head,f_Gryphon_head,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Armor_Gryphon,,
Skin_Gryphon1_Chest,@Skin_Gryphon1_Chest_MasterName,Armor,,@Skin_Gryphon1_Chest_Description,EquippableChest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_Gryphon1_chest,f_Gryphon1_chest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Armor_Gryphon,,
Skin_Gryphon1_Legs,@Skin_Gryphon1_Legs_MasterName,Armor,,@Skin_Gryphon1_Legs_Description,EquippableLegs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_Gryphon1_legs,f_Gryphon1_legs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Armor_Gryphon,,
Skin_Gryphon1_Feet,@Skin_Gryphon1_Feet_MasterName,Armor,,@Skin_Gryphon1_Feet_Description,EquippableFeet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_Gryphon1_feet,f_Gryphon1_feet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Armor_Gryphon,,
Skin_Gryphon1_Gloves,@Skin_Gryphon1_Gloves_MasterName,Armor,,@Skin_Gryphon1_Gloves_Description,EquippableHands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_Gryphon1_gloves,f_Gryphon1_gloves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Armor_Gryphon,,
Skin_Gryphon2_Chest,@Skin_Gryphon2_Chest_MasterName,Armor,,@Skin_Gryphon2_Chest_Description,EquippableChest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_Gryphon2_chest,f_Gryphon2_chest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Armor_Gryphon,,
Skin_Gryphon2_Legs,@Skin_Gryphon2_Legs_MasterName,Armor,,@Skin_Gryphon2_Legs_Description,EquippableLegs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_Gryphon2_legs,f_Gryphon2_legs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Armor_Gryphon,,
Skin_Gryphon2_Feet,@Skin_Gryphon2_Feet_MasterName,Armor,,@Skin_Gryphon2_Feet_Description,EquippableFeet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_Gryphon2_feet,f_Gryphon2_feet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Armor_Gryphon,,
Skin_Gryphon2_Gloves,@Skin_Gryphon2_Gloves_MasterName,Armor,,@Skin_Gryphon2_Gloves_Description,EquippableHands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_Gryphon2_gloves,f_Gryphon2_gloves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Armor_Gryphon,,
Skin_Gryphon3_Chest,@Skin_Gryphon3_Chest_MasterName,Armor,,@Skin_Gryphon3_Chest_Description,EquippableChest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_Gryphon3_chest,f_Gryphon3_chest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Armor_Gryphon,,
Skin_Gryphon3_Legs,@Skin_Gryphon3_Legs_MasterName,Armor,,@Skin_Gryphon3_Legs_Description,EquippableLegs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_Gryphon3_legs,f_Gryphon3_legs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Armor_Gryphon,,
Skin_Gryphon3_Feet,@Skin_Gryphon3_Feet_MasterName,Armor,,@Skin_Gryphon3_Feet_Description,EquippableFeet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_Gryphon3_feet,f_Gryphon3_feet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Armor_Gryphon,,
Skin_Gryphon3_Gloves,@Skin_Gryphon3_Gloves_MasterName,Armor,,@Skin_Gryphon3_Gloves_Description,EquippableHands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_Gryphon3_gloves,f_Gryphon3_gloves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Armor_Gryphon,,
Skin_Gryphon_LoggingAxe,@Skin_Gryphon_LoggingAxe_MasterName,Weapon,,@Skin_Gryphon_LoggingAxe_Description,EquippableTool+Axe+LoggingAxe,,,,,,,,,,Skin_LoggingAxe,,,,,,,,,,,,,,,,,,,,,UI_Tools,,,2hLoggingAxeGryphonT5,,,,,Items/Weapons/weapon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tools_Gryphon,,
Skin_Gryphon_Spear,@Skin_Gryphon_Spear_MasterName,Weapon,,@Skin_Gryphon_Spear_Description,EquippableTool+Axe+Spear,,,,,,,,,,Skin_Spear,,,,,,,,,,,,,,,,,,,,,UI_Weapon,,,2hSpearGryphonT5,,,,,Items/Weapons/weapon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Weapon_Gryphon,,
Skin_Gryphon_Hatchet,@Skin_Gryphon_Hatchet_MasterName,Weapon,,@Skin_Gryphon_Hatchet_Description,EquippableTool+Axe+Hatchet,,,,,,,,,,Skin_Hatchet,,,,,,,,,,,,,,,,,,,,,UI_Weapon,,,1hHatchetGryphonT5,,,,,Items/Weapons/weapon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Weapon_Gryphon,,
