VariantID,NPCId,Name,CharacterDefinition,CharacterDefinitionEditor,ByeTimeline,GreetTimeline,IdleTimeline,InteractTimeline,PlaceholderMesh,AttachedMesh,AttachmentPositionX,AttachmentPositionY,AttachmentPositionZ,AttachmentRotationX,AttachmentRotationY,AttachmentRotationZ,InteractOverride_X,InteractOverride_Y,MarkerOffset_Z,WalkawayTimeline,AE.0_RequiredAchievementConditional,AE.9_RequiredAchievementConditional,AE.0_EventDelayDuration,AE.9_EventDelayDuration,AE.1_EventDelayDuration,AE.1_OE.0_OpacityTransitionDuration,AE.2_EventDelayDuration,WalkInTimeline,AE.3_RequiredAchievementConditional,SwapAchievementId,AE.10_RequiredAchievementConditional,AE.3_EventDelayDuration,AE.10_EventDelayDuration,AE.4_EventDelayDuration,AE.4_OE.0_OpacityTransitionDuration,AE.5_EventDelayDuration,AE.6_EventDelayDuration,AudioPreload_SFX_Idle,InteractOverride_Z
09a_Trahern_RR,09a_Trahern_RR,@09a_Trahern,Objects\Characters\npc\Settlements\09a_trahern.cdf,Objects\Characters\npc\Settlements\09a_trahern.cdf,Libs\Timeline\Npc\NPC_PlayByeAnim.timeline,Libs\Timeline\Npc\NPC_PlayGreetAnim.timeline,Libs\Timeline\Npc\settle_magistrate_convo_lookaround.timeline,Libs\Timeline\Npc\NPC_PlayInteractLoop.timeline,,,,,,,,,,,,Libs\Timeline\Npc\Walkaways\turn_25_right_walkaway.timeline,!SwapActive_09A_Trahern_RR_On,0,0,0.05,4,1,5,Timelines\WorldEvent\FirstLight\09A_M5_Trahern_RR_WalkIn.timeline,SwapActive_09A_Trahern_RR_On,SwapActive_09A_Trahern_RR_On,,3,0,3,1,11.2,11.7,,
09a_Trahern_Tav,09a_Trahern_Tav,@09a_Trahern,Objects\Characters\npc\Settlements\09a_trahern.cdf,Objects\Characters\npc\Settlements\09a_trahern.cdf,Libs\Timeline\Npc\NPC_PlayByeAnim.timeline,Libs\Timeline\Npc\NPC_PlayGreetAnim.timeline,Libs\Timeline\Npc\settle_magistrate_convo_lookaround.timeline,Libs\Timeline\Npc\NPC_PlayInteractLoop.timeline,,,,,,,,,,,,Libs\Timeline\Npc\Walkaways\turn_25_right_nt_walkaway.timeline,!SwapActive_09A_Trahern_Tav_On,0,0,0.05,4,1,5,Libs\Timeline\Npc\Walkaways\09A_M5_Trahern_Tav_WalkIn.timeline,SwapActive_09A_Trahern_Tav_On,SwapActive_09A_Trahern_Tav_On,3,0,0,0.05,1,12,12.5,,
09a_Trahern_End,09a_Trahern_End,@09a_Trahern,Objects\Characters\npc\Settlements\09a_trahern.cdf,Objects\Characters\npc\Settlements\09a_trahern.cdf,Libs\Timeline\Npc\NPC_PlayByeAnim.timeline,Libs\Timeline\Npc\NPC_PlayGreetAnim.timeline,Libs\Timeline\Npc\settle_magistrate_convo_lookaround.timeline,Libs\Timeline\Npc\NPC_PlayInteractLoop.timeline,,,,,,,,,,,,Libs\Timeline\Npc\Walkaways\turn_25_right_walkaway.timeline,09A_M15 || !SwapActive_09A_Trahern_End_On,0,0,0.05,4,1,5,Timelines\EmptyTimeline.timeline,!09A_M15 && SwapActive_09A_Trahern_End_On,!09A_M15 && SwapActive_09A_Trahern_End_On,,0,0,0.05,1,0,1.1,,
09a_Oakes_FOR,09a_Oakes_FOR,@09a_Oakes,Objects\Characters\npc\Settlements\09a_oakes_noprop.cdf,Objects\Characters\npc\Settlements\09a_oakes_noprop.cdf,Libs\Timeline\Npc\settle_magistrate_exit_01.timeline,Libs\Timeline\Npc\settle_magistrate_intro_01.timeline,Libs\Timeline\Npc\09A_M2_Oakes_FOR_PlayIdleLoop.timeline,Libs\Timeline\Npc\settle_magistrate_interact_01.timeline,,,,,,,,,,,,Libs\Timeline\Npc\Walkaways\09A_M2_Oakes_FOR_Walkaway.timeline,!SwapActive_09A_Oakes_FOR_On,0,0,0.05,14,1,15,Timelines\EmptyTimeline.timeline,SwapActive_09A_Oakes_FOR_On,SwapActive_09A_Oakes_FOR_On,,0,0,0.05,1,0,1.1,,
09a_Yoon_B,09a_Yoon_B,@09a_Yoon,Objects\Characters\npc\Settlements\09a_lee.cdf,Objects\Characters\npc\Settlements\09a_lee.cdf,Libs\Timeline\Npc\Interactions\Stand\Generic\settle_generic_stand_exit.timeline,Libs\Timeline\Npc\Interactions\Stand\Generic\settle_generic_stand_greet.timeline,Libs\Timeline\Npc\Interactions\Stand\Generic\settle_generic_stand_ambient.timeline,Libs\Timeline\Npc\Interactions\Stand\Generic\settle_stand_listening_01_ambient.timeline,,,,,,,,,,,,Libs\Timeline\Npc\Walkaways\09A_M2_Yoon_FOR_Walkaway.timeline,!SwapActive_09A_Yoon_B_On,0,0,0.05,14,1,15,Timelines\EmptyTimeline.timeline,SwapActive_09A_Yoon_B_On,SwapActive_09A_Yoon_B_On,,0,0,0.05,1,0,1.1,,
09a_Riches,09a_Riches,@09a_Riches,Objects\Characters\npc\Settlements\09A_AlbertRiches.cdf,Objects\Characters\npc\Settlements\09A_AlbertRiches.cdf,Libs\Timeline\Npc\NPC_PlayByeAnim.timeline,Libs\Timeline\Npc\NPC_PlayGreetAnim.timeline,Libs\Timeline\Npc\Interactions\Stand\unarmed_idle_fidget_waiting.timeline,Libs\Timeline\Npc\Interactions\Stand\Generic\settle_generic_stand_interact.timeline,,,,,,,,,,,,Libs\Timeline\Npc\Walkaways\unique_09A_m4_Riches_walkaway.timeline,!SwapActive_09A_Riches_On,0,0,0.05,4,1,5,Timelines\EmptyTimeline.timeline,SwapActive_09A_Riches_On,SwapActive_09A_Riches_On,,0,0,0.05,1,0,1.1,,
09a_Riches_M5,09a_Riches_M5,@09a_Riches,Objects\Characters\npc\Settlements\09A_AlbertRiches.cdf,Objects\Characters\npc\Settlements\09A_AlbertRiches.cdf,Libs\Timeline\Npc\NPC_PlayByeAnim.timeline,Libs\Timeline\Npc\NPC_PlayGreetAnim.timeline,Libs\Timeline\Npc\Interactions\Stand\unarmed_idle_fidget_waiting.timeline,Libs\Timeline\Npc\Interactions\Stand\Generic\settle_generic_stand_interact.timeline,,,,,,,,,,,,Libs\Timeline\Npc\Walkaways\turn_25_right_walkaway.timeline,!SwapActive_09A_Riches_M5_On,0,0,0.05,4,1,5,Timelines\EmptyTimeline.timeline,SwapActive_09A_Riches_M5_On,SwapActive_09A_Riches_M5_On,,0,0,0.05,1,0,1.1,,
09a_Riches_End,09a_Riches_End,@09a_Riches,Objects\Characters\npc\Settlements\09A_AlbertRiches.cdf,Objects\Characters\npc\Settlements\09A_AlbertRiches.cdf,Libs\Timeline\Npc\NPC_PlayByeAnim.timeline,Libs\Timeline\Npc\NPC_PlayGreetAnim.timeline,Libs\Timeline\Npc\NPC_Tibbs_Idle.timeline,Libs\Timeline\Npc\NPC_PlayInteractLoop.timeline,,,,,,,,,,,,Libs\Timeline\Npc\Walkaways\turn_25_right_walkaway.timeline,09A_M15 || !SwapActive_09A_Riches_End_On,0,0,0.05,4,1,5,Timelines\EmptyTimeline.timeline,!09A_M15 && SwapActive_09A_Riches_End_On,!09A_M15 && SwapActive_09A_Riches_End_On,,0,0,0.05,1,0,1.1,,
09a_Taurus_End,09a_Taurus_End,@09a_Taurus,Objects\Characters\npc\supernatural\Minotaur\Minotaur.cdf,Objects\Characters\npc\supernatural\Minotaur\Minotaur.cdf,Libs\Timeline\Npc\Minotaur_PlayByeAnim.timeline,Libs\Timeline\Npc\Minotaur_PlayGreetAnim.timeline,Libs\Timeline\Npc\Minotaur_PlayIdleLoop.timeline,Libs\Timeline\Npc\Minotaur_PlayInteractLoop.timeline,,,,,,,,,,1.25,1.25,Libs\Timeline\Npc\Walkaways\turn_25_right_walkaway.timeline,09A_M15 || !SwapActive_09A_Taurus_End_On,0,0,0.05,4,1,5,Timelines\EmptyTimeline.timeline,!09A_M15 && SwapActive_09A_Taurus_End_On,!09A_M15 && SwapActive_09A_Taurus_End_On,,0,0,0.05,1,0,1.1,,
09a_Kim,09a_Kim,@09a_Kim,Objects\Characters\npc\Settlements\09A_Kim.cdf,Objects\Characters\npc\Settlements\09A_Kim.cdf,Libs\Timeline\Npc\NPC_PlayByeAnim.timeline,Libs\Timeline\Npc\Interactions\Sit\unarmed_sit_onground_to_standing_greet_bye.timeline,Libs\Timeline\Npc\Interactions\Sit\unarmed_sit_onground_ambient.timeline,Libs\Timeline\Npc\NPC_PlayInteractLoop.timeline,,,,,,,,,,,,Libs\Timeline\Npc\Walkaways\turn_25_right_nt_walkaway.timeline,!SwapActive_09A_Kim_M6_On,0,0,0.05,4,1,5,Timelines\EmptyTimeline.timeline,SwapActive_09A_Kim_M6_On,SwapActive_09A_Kim_M6_On,,0,0,0.05,1,0,1.1,,
09a_Kim_SC,09a_Kim_SC,@09a_Kim,Objects\Characters\npc\Settlements\09A_Kim.cdf,Objects\Characters\npc\Settlements\09A_Kim.cdf,Libs\Timeline\Npc\NPC_PlayByeAnim.timeline,Libs\Timeline\Npc\NPC_PlayGreetAnim.timeline,Libs\Timeline\Npc\NPC_Tibbs_Idle.timeline,Libs\Timeline\Npc\NPC_PlayInteractLoop.timeline,,,,,,,,,,,,Libs\Timeline\Npc\Walkaways\turn_25_right_walkaway.timeline,!SwapActive_09a_Kim_SC_On,0,0,0.05,4,1,5,Timelines\EmptyTimeline.timeline,SwapActive_09a_Kim_SC_On,SwapActive_09a_Kim_SC_On,,0,0,0.05,1,0,1.1,,
09a_Kim_End,09a_Kim_End,@09a_Kim,Objects\Characters\npc\Settlements\09A_Kim.cdf,Objects\Characters\npc\Settlements\09A_Kim.cdf,Libs\Timeline\Npc\NPC_PlayByeAnim.timeline,Libs\Timeline\Npc\NPC_PlayGreetAnim.timeline,Libs\Timeline\Npc\NPC_Tibbs_Idle.timeline,Libs\Timeline\Npc\NPC_PlayInteractLoop.timeline,,,,,,,,,,,,Libs\Timeline\Npc\Walkaways\turn_25_right_walkaway.timeline,09A_M15 || !SwapActive_09A_Kim_End_On,0,0,0.05,4,1,5,Timelines\EmptyTimeline.timeline,!09A_M15 && SwapActive_09A_Kim_End_On,!09A_M15 && SwapActive_09A_Kim_End_On,,0,0,0.05,1,0,1.1,,
09a_James,09a_James,@09A_James,Objects\Characters\npc\Settlements\09A_JamesOxen.cdf,Objects\Characters\npc\Settlements\09A_JamesOxen.cdf,Libs\Timeline\Npc\NPC_PlayByeAnim.timeline,Libs\Timeline\Npc\NPC_PlayGreetAnim.timeline,Libs\Timeline\Npc\NPC_PlayIdleLoop.timeline,Libs\Timeline\Npc\NPC_PlayInteractLoop.timeline,,,,,,,,,,,,Libs\Timeline\Npc\Walkaways\turn_25_right_walkaway.timeline,09A_S5 || !SwapActive_09A_James_S5_On,0,0,0.05,4,1,5,Timelines\EmptyTimeline.timeline,!09A_S5 && SwapActive_09A_James_S5_On,!09A_S5 && SwapActive_09A_James_S5_On,,0,0,0.05,1,0,1.1,,
09a_Engineer,09a_Engineer,@09a_Engineer,Objects\Characters\npc\Settlements\09a_engineer.cdf,Objects\Characters\npc\Settlements\09a_engineer.cdf,Libs\Timeline\Npc\NPC_PlayByeAnim.timeline,Libs\Timeline\Npc\NPC_PlayGreetAnim.timeline,Libs\Timeline\Npc\NPC_Engineer_Hammer_Build_Crouch_Idle.timeline,Libs\Timeline\Npc\NPC_PlayInteractLoop.timeline,,,,,,,,,,,,Libs\Timeline\Npc\Walkaways\turn_25_right_walkaway.timeline,!09A_M14 || SwapActive_09A_S17_Cannon_Built,0,0,0.05,4,1,5,Timelines\EmptyTimeline.timeline,09A_M14 && !SwapActive_09A_S17_Cannon_Built,09A_M14 && !SwapActive_09A_S17_Cannon_Built,,0,0,0.05,1,0,1.1,,
09a_Johannes,09a_Johannes,@09a_Johannes,Objects\Characters\npc\Settlements\09a_JohannesMetzger.cdf,Objects\Characters\npc\Settlements\09a_JohannesMetzger.cdf,Libs\Timeline\Npc\NPC_PlayByeAnim.timeline,Libs\Timeline\Npc\Interactions\Stand\unarmed_pondering_start_greet.timeline,Libs\Timeline\Npc\Interactions\Stand\unarmed_pondering_ambient.timeline,Libs\Timeline\Npc\NPC_PlayInteractLoop.timeline,,,,,,,,,,,,Libs\Timeline\Npc\Walkaways\turn_25_right_walkaway.timeline,!SwapActive_09A_Johannes_On,0,0,0.05,4,1,5,Timelines\EmptyTimeline.timeline,SwapActive_09A_Johannes_On,SwapActive_09A_Johannes_On,,0,0,0.05,1,0,1.1,,
09a_Johannes_S16,09a_Johannes,@09a_Johannes,Objects\Characters\npc\Settlements\09a_JohannesMetzger.cdf,Objects\Characters\npc\Settlements\09a_JohannesMetzger.cdf,Libs\Timeline\Npc\NPC_PlayByeAnim.timeline,Libs\Timeline\Npc\NPC_PlayGreetAnim.timeline,Libs\Timeline\Npc\NPC_Tibbs_Idle.timeline,Libs\Timeline\Npc\NPC_PlayInteractLoop.timeline,,,,,,,,,,,,Libs\Timeline\Npc\Walkaways\turn_25_right_walkaway.timeline,!SwapActive_09A_Johannes_S16_On,0,0,0.05,4,1,5,Timelines\EmptyTimeline.timeline,SwapActive_09A_Johannes_S16_On,SwapActive_09A_Johannes_S16_On,,0,0,0.05,1,0,1.1,,
09a_KievanWalkaway,09a_Kievan,@09a_Kievan,Objects\Characters\npc\Settlements\09A_Kievan.cdf,Objects\Characters\npc\Settlements\09A_Kievan.cdf,Libs\Timeline\Npc\NPC_PlayByeAnim.timeline,Libs\Timeline\Npc\Interactions\Stand\unarmed_pondering_start_greet.timeline,Libs\Timeline\Npc\Interactions\Stand\unarmed_pondering_ambient.timeline,Libs\Timeline\Npc\NPC_PlayInteractLoop.timeline,,,,,,,,,,,,Libs\Timeline\Npc\Walkaways\unique_09A_Kievan_walkaway.timeline,09A_S9 && 09A_M15,0,0,0.05,4,1,5,Timelines\EmptyTimeline.timeline,!09A_S9 && !09A_M15,!09A_S9 && !09A_M15,,0,0,0.05,1,0,1.1,,
09a_FionnWalkaway,09a_Fionn,@09a_Fionn,Objects\Characters\npc\Settlements\09A_Fionn.cdf,Objects\Characters\npc\Settlements\09A_Fionn.cdf,Libs\Timeline\Npc\NPC_PlayByeAnim.timeline,Libs\Timeline\Npc\NPC_PlayGreetAnim.timeline,Libs\Timeline\Npc\NPC_Tibbs_Idle.timeline,Libs\Timeline\Npc\NPC_PlayInteractLoop.timeline,,,,,,,,,,,,Libs\Timeline\Npc\Walkaways\turn_25_right_walkaway.timeline,09A_S6_ME_TurnOn,0,0,0.05,4,1,5,Timelines\EmptyTimeline.timeline,SwapActive_09A_Fionn_M6_On,SwapActive_09A_Fionn_M6_On,,0,0,0.05,1,0,,,
09a_Josephine_Rescue,09a_Josephine_Rescue,@09a_Josephine,Objects\Characters\npc\Settlements\09A_Josephine.cdf,Objects\Characters\npc\Settlements\09A_Josephine.cdf,Libs\Timeline\Npc\Interactions\Stand\Generic\settle_generic_stand_exit.timeline,Libs\Timeline\Npc\Interactions\captured_to_stand_greet.timeline,Libs\Timeline\Npc\Interactions\captured_kneeling_idle.timeline,Libs\Timeline\Npc\Interactions\Stand\Generic\settle_generic_stand_interact.timeline,,,,,,,,,,,,Libs\Timeline\Npc\Walkaways\turn_25_left_walkaway_nt.timeline,!SwapActive_09A_M6_Rescue_A,0,0,0.05,3,1,4,Timelines\EmptyTimeline.timeline,SwapActive_09A_M6_Rescue_A,SwapActive_09A_M6_Rescue_A,,0,0.05,0.05,1,0,1.1,,
09a_Vachon_Rescue,09a_Vachon_Rescue,@09a_Vachon,Objects\Characters\npc\Settlements\09a_vachon.cdf,Objects\Characters\npc\Settlements\09a_vachon.cdf,Libs\Timeline\Npc\Interactions\Stand\Generic\settle_generic_stand_exit.timeline,Libs\Timeline\Npc\Interactions\captured_to_stand_greet.timeline,Libs\Timeline\Npc\Interactions\captured_kneeling_idle.timeline,Libs\Timeline\Npc\Interactions\Stand\Generic\settle_generic_stand_interact.timeline,,,,,,,,,,,,Libs\Timeline\Npc\Walkaways\turn_25_left_walkaway_nt.timeline,!SwapActive_09A_M6_Rescue_B,0,0,0.05,3,1,4,Timelines\EmptyTimeline.timeline,SwapActive_09A_M6_Rescue_B,SwapActive_09A_M6_Rescue_B,,0,0.05,0.05,1,0,1.1,,
09a_Zayden_Rescue,09a_Zayden_Rescue,@09a_Sick_DruidC,Objects\Characters\npc\Settlements\09a_sick_druid3.cdf,Objects\Characters\npc\Settlements\09a_sick_druid3.cdf,Libs\Timeline\Npc\Interactions\Stand\Generic\settle_generic_stand_exit.timeline,Libs\Timeline\Npc\Interactions\captured_to_stand_greet.timeline,Libs\Timeline\Npc\Interactions\captured_kneeling_idle.timeline,Libs\Timeline\Npc\Interactions\Stand\Generic\settle_stand_convo_disappointed_ambient.timeline,,,,,,,,,,,,Libs\Timeline\Npc\Walkaways\turn_25_right_nt_walkaway.timeline,!SwapActive_09A_M6_Rescue_C,0,0,0.05,3,1,4,Timelines\EmptyTimeline.timeline,SwapActive_09A_M6_Rescue_C,SwapActive_09A_M6_Rescue_C,,0,0.05,0.05,1,0,1.1,,
99D_Galahad_A,99D_Galahad_A,@99D_Galahad,Objects\Characters\npc\Settlements\Galahad.cdf,Objects\Characters\npc\Settlements\Galahad.cdf,Libs\Timeline\Npc\settle_magistrate_exit_01.timeline,Libs\Timeline\Npc\settle_magistrate_intro_01.timeline,Libs\Timeline\Npc\settle_magistrate_ambient_01.timeline,Libs\Timeline\Npc\settle_magistrate_interact_01.timeline,,,,,,,,,,,,Libs\Timeline\Npc\Walkaways\turn_25_left_walkaway_nt.timeline,!(!SwapActive_MSQ_Galahad_GC_A&&(99C_MSQ_11||(99_MSQ_35&&!99_MSQ_57))),0,0,0.05,3,1,4,Timelines\EmptyTimeline.timeline,!SwapActive_MSQ_Galahad_GC_A&&(99C_MSQ_11||(99_MSQ_35&&!99_MSQ_57)),!SwapActive_MSQ_Galahad_GC_A&&(99C_MSQ_11||(99_MSQ_35&&!99_MSQ_57)),,0,0,0.05,1,0,1.1,,
99D_Galahad_B,99D_Galahad_B,@99D_Galahad,Objects\Characters\npc\Settlements\Galahad.cdf,Objects\Characters\npc\Settlements\Galahad.cdf,Libs\Timeline\Npc\settle_magistrate_exit_01.timeline,Libs\Timeline\Npc\settle_magistrate_intro_01.timeline,Libs\Timeline\Npc\settle_magistrate_ambient_01.timeline,Libs\Timeline\Npc\Interactions\Stand\unarmed_pondering_ambient.timeline,,,,,,,,,,,,Libs\Timeline\Npc\Walkaways\turn_25_left_walkaway_nt.timeline,!SwapActive_MSQ_Galahad_GC_B,0,0,0.05,3,1,4,Timelines\WorldEvent\FirstLight\09A_M5_Trahern_RR_WalkIn.timeline,SwapActive_MSQ_Galahad_GC_B,SwapActive_MSQ_Galahad_GC_B,3,0.5,0.55,0.55,1,1.55,1.55,,
99D_Yash_A,99D_Yash_A,@99D_Yash,Objects\Characters\npc\natural\Yash\Yash.cdf,Objects\Characters\npc\natural\Yash\Yash.cdf,Libs\Timeline\Npc\Interactions\Stand\Generic\settle_generic_stand_exit.timeline,Libs\Timeline\Npc\Interactions\captured_to_stand_greet.timeline,Libs\Timeline\Npc\Interactions\captured_kneeling_idle.timeline,Libs\Timeline\Npc\Interactions\Stand\unarmed_idle_fidget_lookaround.timeline,,,,,,,,,,,,Libs\Timeline\Npc\Walkaways\turn_25_left_walkaway_nt.timeline,SwapActive_MSQ_Yash_GC_A,0,0,0.05,3,1,4,Timelines\EmptyTimeline.timeline,!SwapActive_MSQ_Yash_GC_A,!SwapActive_MSQ_Yash_GC_A,,0,0.05,0.05,1,0,1.1,,
99D_JuditheOwens_A,99D_JuditheOwens_A,@99D_JuditheOwens,Objects\Characters\npc\Settlements\0315_watcher.cdf,Objects\Characters\npc\Settlements\0315_watcher.cdf,Libs\Timeline\Npc\Interactions\Stand\Generic\settle_generic_stand_exit.timeline,Libs\Timeline\Npc\Interactions\captured_to_stand_greet.timeline,Libs\Timeline\Npc\Interactions\captured_kneeling_idle.timeline,Libs\Timeline\Npc\Interactions\Stand\Generic\settle_generic_stand_interact.timeline,,,,,,,,,,,,Libs\Timeline\Npc\Walkaways\turn_25_left_walkaway_nt.timeline,SwapActive_MSQ_SoulWardenA_A,0,0,0.05,3,1,4,Timelines\EmptyTimeline.timeline,!SwapActive_MSQ_SoulWardenA_A,!SwapActive_MSQ_SoulWardenA_A,,0,0.05,0.05,1,0,1.1,,
99D_PedroCarrillo_A,99D_PedroCarrillo_A,@99D_PedroCarrillo,Objects\Characters\npc\Settlements\03_pedro.cdf,Objects\Characters\npc\Settlements\03_pedro.cdf,Libs\Timeline\Npc\Interactions\Stand\Generic\settle_generic_stand_exit.timeline,Libs\Timeline\Npc\Interactions\captured_to_stand_greet.timeline,Libs\Timeline\Npc\Interactions\captured_kneeling_idle.timeline,Libs\Timeline\Npc\Interactions\Stand\Generic\settle_stand_convo_disappointed_ambient.timeline,,,,,,,,,,,,Libs\Timeline\Npc\Walkaways\turn_25_right_nt_walkaway.timeline,SwapActive_MSQ_SoulWardenB_A,0,0,0.05,3,1,4,Timelines\EmptyTimeline.timeline,!SwapActive_MSQ_SoulWardenB_A,!SwapActive_MSQ_SoulWardenB_A,,0,0.05,0.05,1,0,1.1,,
99D_OfusaMatsui_B,99D_OfusaMatsui_B,@99D_OfusaMatsui,Objects\Characters\npc\Settlements\03_ofusa.cdf,Objects\Characters\npc\Settlements\03_ofusa.cdf,Libs\Timeline\Npc\Interactions\Stand\Generic\settle_generic_stand_exit.timeline,Libs\Timeline\Npc\Interactions\Stand\Generic\settle_generic_stand_greet.timeline,Libs\Timeline\Npc\Interactions\Stand\unarmed_idle_fidget_lookaround.timeline,Libs\Timeline\Npc\Interactions\Stand\Generic\settle_generic_stand_interact.timeline,,,,,,,,,,,,Libs\Timeline\Npc\Walkaways\turn_25_right_nt_walkaway.timeline,!SwapActive_MSQ_SoulWardenC_B,0,0,0.05,4,1,5,Timelines\EmptyTimeline.timeline,SwapActive_MSQ_SoulWardenC_B,SwapActive_MSQ_SoulWardenC_B,,0,0.05,0.05,1,0,1.1,,
99D_JacquetDavy_B,99D_JacquetDavy_B,@99D_JacquetDavy,Objects\Characters\npc\Settlements\03_jacquet.cdf,Objects\Characters\npc\Settlements\03_jacquet.cdf,Libs\Timeline\Npc\Interactions\Stand\Generic\settle_generic_stand_exit.timeline,Libs\Timeline\Npc\Interactions\Stand\Generic\settle_generic_stand_greet.timeline,Libs\Timeline\Npc\Interactions\Stand\unarmed_panicking_ambient.timeline,Libs\Timeline\Npc\Interactions\Stand\Generic\settle_stand_convo_disagreeing_ambient.timeline,,,,,,,,,,,,Libs\Timeline\Npc\Walkaways\turn_25_left_walkaway.timeline,!SwapActive_MSQ_SoulWardenD_B,0,0,0.05,4,1,5,Timelines\EmptyTimeline.timeline,SwapActive_MSQ_SoulWardenD_B,SwapActive_MSQ_SoulWardenD_B,,0,0.05,0.05,1,0,1.1,,
99D_Yonas_B,99D_Yonas_B,@99D_Yonas,Objects\Characters\npc\Settlements\npc_9902_msq_yonas.cdf,Objects\Characters\npc\Settlements\npc_9902_msq_yonas.cdf,Libs\Timeline\Npc\Interactions\Stand\Generic\settle_generic_stand_exit.timeline,Libs\Timeline\Npc\Interactions\Stand\Generic\settle_generic_stand_greet.timeline,Libs\Timeline\Npc\Interactions\Stand\unarmed_pondering_ambient.timeline,Libs\Timeline\Npc\Interactions\Stand\Generic\settle_generic_stand_interact.timeline,,,,,,,,,,,,Libs\Timeline\Npc\Walkaways\turn_25_right_walkaway.timeline,!SwapActive_MSQ_Yonas_GC_B,0,0,0.05,4,1,5,Timelines\EmptyTimeline.timeline,SwapActive_MSQ_Yonas_GC_B,SwapActive_MSQ_Yonas_GC_B,,0,0.05,0.05,1,0,1.1,,
99D_Yash_D,99D_Yash_D,@99D_Yash,Objects\Characters\npc\natural\Yash\Yash.cdf,Objects\Characters\npc\natural\Yash\Yash.cdf,Libs\Timeline\Npc\settle_commander_exit_01.timeline,Libs\Timeline\Npc\settle_commander_intro_01.timeline,Libs\Timeline\Npc\settle_commander_ambient_subdued.timeline,Libs\Timeline\Npc\settle_commander_interact_01.timeline,,,,,,,,,,,,Libs\Timeline\Npc\Walkaways\teleport_away_standing_to_kneeling_vfx.timeline,!SwapActive_MSQ_Yash_GC_D,0,0,0.05,3,1,4,Timelines\EmptyTimeline.timeline,SwapActive_MSQ_Yash_GC_D,SwapActive_MSQ_Yash_GC_D,,0,0.05,0.05,1,0,1.1,,
99D_Yonas_E,99D_Yonas_E,@99D_Yonas,Objects\Characters\npc\Settlements\npc_9902_msq_yonas.cdf,Objects\Characters\npc\Settlements\npc_9902_msq_yonas.cdf,Libs\Timeline\Npc\Interactions\Stand\Generic\settle_generic_stand_exit.timeline,Libs\Timeline\Npc\Interactions\Stand\Generic\settle_generic_stand_greet.timeline,Libs\Timeline\Npc\Interactions\Stand\unarmed_pondering_ambient.timeline,Libs\Timeline\Npc\Interactions\Stand\Generic\settle_generic_stand_interact.timeline,,,,,,,,,,,,Libs\Timeline\Npc\Walkaways\turn_25_right_walkaway.timeline,!SwapActive_MSQ_Yonas_GC_E,0,0,0.05,5,1,6,Timelines\EmptyTimeline.timeline,SwapActive_MSQ_Yonas_GC_E,SwapActive_MSQ_Yonas_GC_E,,0,0.05,0.05,1,0,1.1,,
99D_JuditheOwens_D,99D_JuditheOwens_D,@99D_JuditheOwens,Objects\Characters\npc\Settlements\0315_watcher.cdf,Objects\Characters\npc\Settlements\0315_watcher.cdf,Libs\Timeline\Npc\settle_warden_exit_01.timeline,Libs\Timeline\Npc\settle_warden_intro_01.timeline,Libs\Timeline\Npc\settle_warden_ambient_01.timeline,Libs\Timeline\Npc\settle_warden_interact_01.timeline,,,,,,,,,,,,Libs\Timeline\Npc\Walkaways\turn_25_left_walkaway.timeline,!SwapActive_MSQ_SoulWardenA_D,0,0.01,0.06,7,1,8,Timelines\EmptyTimeline.timeline,SwapActive_MSQ_SoulWardenA_D,SwapActive_MSQ_SoulWardenA_D,,0,0.05,0.05,1,0,1.1,,
99D_OfusaMatsui_C,99D_OfusaMatsui_C,@99D_OfusaMatsui,Objects\Characters\npc\Settlements\03_ofusa.cdf,Objects\Characters\npc\Settlements\03_ofusa.cdf,Libs\Timeline\Npc\Interactions\Stand\Generic\settle_generic_stand_exit.timeline,Libs\Timeline\Npc\Interactions\Stand\Generic\settle_generic_stand_greet.timeline,Libs\Timeline\Npc\Interactions\Stand\unarmed_idle_fidget_waiting.timeline,Libs\Timeline\Npc\Interactions\Stand\Generic\settle_generic_stand_interact.timeline,,,,,,,,,,,,Libs\Timeline\Npc\Walkaways\turn_25_right_walkaway.timeline,!SwapActive_MSQ_SoulWardenC_C,0,0.02,0.07,7,1,8,Timelines\EmptyTimeline.timeline,SwapActive_MSQ_SoulWardenC_C,SwapActive_MSQ_SoulWardenC_C,,0,0.05,0.05,1,0,1.1,,
99D_Yash_E,99D_Yash_E,@99D_Yash,Objects\Characters\npc\natural\Yash\Yash.cdf,Objects\Characters\npc\natural\Yash\Yash.cdf,Libs\Timeline\Npc\settle_commander_exit_01.timeline,Libs\Timeline\Npc\settle_commander_intro_01.timeline,Libs\Timeline\Npc\settle_commander_ambient_subdued.timeline,Libs\Timeline\Npc\settle_commander_interact_01.timeline,,,,,,,,,,,,Libs\Timeline\Npc\Walkaways\turn_25_right_walkaway.timeline,!SwapActive_MSQ_Yash_GC_E,0,0,0.05,5,1,6,Timelines\EmptyTimeline.timeline,SwapActive_MSQ_Yash_GC_E,SwapActive_MSQ_Yash_GC_E,,0,0.05,0.05,1,0,1.1,,
