VariantID,StartMesh,Mass,StartMeshLOD,Play_Falling_SFX,Stop_Falling_SFX,Play_Sliding_SFX,X_Sliding_SFX,Y_Sliding_SFX,Z_Sliding_SFX,CutMaterial
PineTree_thin_b_cuttrunk,Objects\Nature\Veg_Trees\Trees_Forest\Pine\jav_fst_pinetree_thincut_b.cgf,1000,180,Play_Gather_TreeFall_Big,Stop_Gather_TreeFall_Big,Play_Slide_Tree_Hvy,0,0,14,Objects\Nature\Veg_Trees\Trees_Forest\Pine\JAV_Fst_PineTree_A_mat_Cut.mtl
PineTree_thin_b_wint01_cuttrunk,Objects\Nature\Veg_Trees\Trees_Forest\Pine\jav_fst_pinetree_thincut_b.cgf,1000,180,Play_Gather_TreeFall_Big,Stop_Gather_TreeFall_Big,Play_Slide_Tree_Hvy,0,0,14,Objects\Nature\Veg_Trees\Trees_Forest\Pine\JAV_Fst_PineTree_A_Wint01_mat_Cut.mtl
PineTree_thin_c_cuttrunk,Objects\Nature\Veg_Trees\Trees_Forest\Pine\jav_fst_pinetree_thincut_c.cgf,1000,180,Play_Gather_TreeFall_Med,Stop_Gather_TreeFall_Med,Play_Slide_Tree_Med,0,0,12,Objects\Nature\Veg_Trees\Trees_Forest\Pine\JAV_Fst_PineTree_A_mat_Cut.mtl
PineTree_thin_c_wint01_cuttrunk,Objects\Nature\Veg_Trees\Trees_Forest\Pine\jav_fst_pinetree_thincut_c.cgf,1000,180,Play_Gather_TreeFall_Med,Stop_Gather_TreeFall_Med,Play_Slide_Tree_Med,0,0,12,Objects\Nature\Veg_Trees\Trees_Forest\Pine\JAV_Fst_PineTree_A_Wint01_mat_Cut.mtl
PoplarTree_a_deadcut,Objects\Nature\Veg_Trees\Trees_Forest\Poplar\jav_fst_poplartree_deadcut_a.cgf,1000,75,Play_Gather_TreeFall_Big,Stop_Gather_TreeFall_Big,Play_Slide_Tree_Hvy,0,0,12,Objects\Nature\Veg_Trees\Trees_Forest\Poplar\JAV_Fst_PoplarTree_Dead_A_mat_Cut.mtl
PoplarTree_a_fall01_thincut,Objects\Nature\Veg_Trees\Trees_Forest\Poplar\jav_fst_poplartree_thincut_a.cgf,1000,70,Play_Gather_TreeFall_Med,Stop_Gather_TreeFall_Med,Play_Slide_Tree_Med,0,0,12,Objects\Nature\Veg_Trees\Trees_Forest\Poplar\JAV_Fst_PoplarTree_A_Fall01_mat_Cut.mtl
PoplarTree_a_fall02_thincut,Objects\Nature\Veg_Trees\Trees_Forest\Poplar\jav_fst_poplartree_thincut_a.cgf,1000,70,Play_Gather_TreeFall_Med,Stop_Gather_TreeFall_Med,Play_Slide_Tree_Med,0,0,12,Objects\Nature\Veg_Trees\Trees_Forest\Poplar\JAV_Fst_PoplarTree_A_Fall02_mat_Cut.mtl
PoplarTree_a_spri01_thincut,Objects\Nature\Veg_Trees\Trees_Forest\Poplar\jav_fst_poplartree_thincut_a.cgf,1000,70,Play_Gather_TreeFall_Med,Stop_Gather_TreeFall_Med,Play_Slide_Tree_Med,0,0,12,Objects\Nature\Veg_Trees\Trees_Forest\Poplar\JAV_Fst_PoplarTree_A_Spri01_mat_Cut.mtl
PoplarTree_a_thincut,Objects\Nature\Veg_Trees\Trees_Forest\Poplar\jav_fst_poplartree_thincut_a.cgf,1000,70,Play_Gather_TreeFall_Med,Stop_Gather_TreeFall_Med,Play_Slide_Tree_Med,0,0,12,Objects\Nature\Veg_Trees\Trees_Forest\Poplar\JAV_Fst_PoplarTree_A_mat_Cut.mtl
PoplarTree_a_wint01_thincut,Objects\Nature\Veg_Trees\Trees_Forest\Poplar\jav_fst_poplartree_thincut_a.cgf,1000,70,Play_Gather_TreeFall_Med,Stop_Gather_TreeFall_Med,Play_Slide_Tree_Med,0,0,12,Objects\Nature\Veg_Trees\Trees_Forest\Poplar\JAV_Fst_PoplarTree_A_Wint01_mat_Cut.mtl
PoplarTree_aa_deadcut,Objects\Nature\Veg_Trees\Trees_Forest\Poplar\jav_fst_poplartree_deadcut_aa.cgf,1000,70,Play_Gather_TreeFall_Med,Stop_Gather_TreeFall_Med,Play_Slide_Tree_Med,0,0,8,Objects\Nature\Veg_Trees\Trees_Forest\Poplar\JAV_Fst_PoplarTree_Dead_A_mat_Cut.mtl
PoplarTree_ab_deadcut,Objects\Nature\Veg_Trees\Trees_Forest\Poplar\jav_fst_poplartree_deadcut_ab.cgf,1000,70,Play_Gather_TreeFall_Med,Stop_Gather_TreeFall_Med,Play_Slide_Tree_Med,0,0,4,Objects\Nature\Veg_Trees\Trees_Forest\Poplar\JAV_Fst_PoplarTree_Dead_A_mat_Cut.mtl
PoplarTree_ac_deadcut,Objects\Nature\Veg_Trees\Trees_Forest\Poplar\jav_fst_poplartree_deadcut_ac.cgf,1000,60,Play_Gather_TreeFall_Med,Stop_Gather_TreeFall_Med,Play_Slide_Tree_Med,0,0,1.5,Objects\Nature\Veg_Trees\Trees_Forest\Poplar\JAV_Fst_PoplarTree_Dead_A_mat_Cut.mtl
PoplarTree_b_deadcut,Objects\Nature\Veg_Trees\Trees_Forest\Poplar\jav_fst_poplartree_deadcut_b.cgf,1000,75,Play_Gather_TreeFall_Med,Stop_Gather_TreeFall_Med,Play_Slide_Tree_Med,0.5,0,6,Objects\Nature\Veg_Trees\Trees_Forest\Poplar\JAV_Fst_PoplarTree_Dead_A_mat_Cut.mtl
PoplarTree_b_fall01_thincut,Objects\Nature\Veg_Trees\Trees_Forest\Poplar\jav_fst_poplartree_thincut_b.cgf,1000,65,Play_Gather_TreeFall_Med,Stop_Gather_TreeFall_Med,Play_Slide_Tree_Med,0.5,0,6,Objects\Nature\Veg_Trees\Trees_Forest\Poplar\JAV_Fst_PoplarTree_A_Fall01_mat_Cut.mtl
PoplarTree_b_fall02_thincut,Objects\Nature\Veg_Trees\Trees_Forest\Poplar\jav_fst_poplartree_thincut_b.cgf,1000,65,Play_Gather_TreeFall_Med,Stop_Gather_TreeFall_Med,Play_Slide_Tree_Med,0.5,0,6,Objects\Nature\Veg_Trees\Trees_Forest\Poplar\JAV_Fst_PoplarTree_A_Fall02_mat_Cut.mtl
PoplarTree_b_spri01_thincut,Objects\Nature\Veg_Trees\Trees_Forest\Poplar\jav_fst_poplartree_thincut_b.cgf,1000,65,Play_Gather_TreeFall_Med,Stop_Gather_TreeFall_Med,Play_Slide_Tree_Med,0.5,0,6,Objects\Nature\Veg_Trees\Trees_Forest\Poplar\JAV_Fst_PoplarTree_A_Spri01_mat_Cut.mtl
PoplarTree_b_thincut,Objects\Nature\Veg_Trees\Trees_Forest\Poplar\jav_fst_poplartree_thincut_b.cgf,1000,65,Play_Gather_TreeFall_Med,Stop_Gather_TreeFall_Med,Play_Slide_Tree_Med,0.5,0,6,Objects\Nature\Veg_Trees\Trees_Forest\Poplar\JAV_Fst_PoplarTree_A_mat_Cut.mtl
PoplarTree_b_wint01_thincut,Objects\Nature\Veg_Trees\Trees_Forest\Poplar\jav_fst_poplartree_thincut_b.cgf,1000,65,Play_Gather_TreeFall_Med,Stop_Gather_TreeFall_Med,Play_Slide_Tree_Med,0.5,0,6,Objects\Nature\Veg_Trees\Trees_Forest\Poplar\JAV_Fst_PoplarTree_A_Wint01_mat_Cut.mtl
PoplarTree_c_deadcut,Objects\Nature\Veg_Trees\Trees_Forest\Poplar\jav_fst_poplartree_deadcut_c.cgf,1000,75,Play_Gather_TreeFall_Med,Stop_Gather_TreeFall_Med,Play_Slide_Tree_Med,-0.8,0,6,Objects\Nature\Veg_Trees\Trees_Forest\Poplar\JAV_Fst_PoplarTree_Dead_A_mat_Cut.mtl
PoplarTree_c_fall01_thincut,Objects\Nature\Veg_Trees\Trees_Forest\Poplar\jav_fst_poplartree_thincut_c.cgf,1000,60,Play_Gather_TreeFall_Med,Stop_Gather_TreeFall_Med,Play_Slide_Tree_Med,-0.8,0,6,Objects\Nature\Veg_Trees\Trees_Forest\Poplar\JAV_Fst_PoplarTree_A_Fall01_mat_Cut.mtl
PoplarTree_c_fall02_thincut,Objects\Nature\Veg_Trees\Trees_Forest\Poplar\jav_fst_poplartree_thincut_c.cgf,1000,60,Play_Gather_TreeFall_Med,Stop_Gather_TreeFall_Med,Play_Slide_Tree_Med,-0.8,0,6,Objects\Nature\Veg_Trees\Trees_Forest\Poplar\JAV_Fst_PoplarTree_A_Fall02_mat_Cut.mtl
PoplarTree_c_spri01_thincut,Objects\Nature\Veg_Trees\Trees_Forest\Poplar\jav_fst_poplartree_thincut_c.cgf,1000,60,Play_Gather_TreeFall_Med,Stop_Gather_TreeFall_Med,Play_Slide_Tree_Med,-0.8,0,6,Objects\Nature\Veg_Trees\Trees_Forest\Poplar\JAV_Fst_PoplarTree_A_Spri01_mat_Cut.mtl
PoplarTree_c_thincut,Objects\Nature\Veg_Trees\Trees_Forest\Poplar\jav_fst_poplartree_thincut_c.cgf,1000,60,Play_Gather_TreeFall_Med,Stop_Gather_TreeFall_Med,Play_Slide_Tree_Med,-0.8,0,6,Objects\Nature\Veg_Trees\Trees_Forest\Poplar\JAV_Fst_PoplarTree_A_mat_Cut.mtl
PoplarTree_c_wint01_thincut,Objects\Nature\Veg_Trees\Trees_Forest\Poplar\jav_fst_poplartree_thincut_c.cgf,1000,60,Play_Gather_TreeFall_Med,Stop_Gather_TreeFall_Med,Play_Slide_Tree_Med,-0.8,0,6,Objects\Nature\Veg_Trees\Trees_Forest\Poplar\JAV_Fst_PoplarTree_A_Wint01_mat_Cut.mtl
PoplarTree_Full_a_cuttrunk,Objects\Nature\Veg_Trees\Trees_Forest\Poplar\jav_fst_poplartree_cuttrunk_a.cgf,2000,90,Play_Gather_TreeFall_Big,Stop_Gather_TreeFall_Big,Play_Slide_Tree_Hvy,0,0,9,Objects\Nature\Veg_Trees\Trees_Forest\Poplar\JAV_Fst_PoplarTree_A_mat_Cut.mtl
PoplarTree_Full_a_fall01_cuttrunk,Objects\Nature\Veg_Trees\Trees_Forest\Poplar\jav_fst_poplartree_cuttrunk_a.cgf,1000,90,Play_Gather_TreeFall_Big,Stop_Gather_TreeFall_Big,Play_Slide_Tree_Hvy,0,0,9,Objects\Nature\Veg_Trees\Trees_Forest\Poplar\JAV_Fst_PoplarTree_A_Fall01_mat_Cut.mtl
PoplarTree_Full_a_fall02_cuttrunk,Objects\Nature\Veg_Trees\Trees_Forest\Poplar\jav_fst_poplartree_cuttrunk_a.cgf,1000,90,Play_Gather_TreeFall_Big,Stop_Gather_TreeFall_Big,Play_Slide_Tree_Hvy,0,0,9,Objects\Nature\Veg_Trees\Trees_Forest\Poplar\JAV_Fst_PoplarTree_A_Fall02_mat_Cut.mtl
PoplarTree_Full_a_spri01_cuttrunk,Objects\Nature\Veg_Trees\Trees_Forest\Poplar\jav_fst_poplartree_cuttrunk_a.cgf,1000,90,Play_Gather_TreeFall_Big,Stop_Gather_TreeFall_Big,Play_Slide_Tree_Hvy,0,0,9,Objects\Nature\Veg_Trees\Trees_Forest\Poplar\JAV_Fst_PoplarTree_A_Spri01_mat_Cut.mtl
PoplarTree_Full_a_wint01_cuttrunk,Objects\Nature\Veg_Trees\Trees_Forest\Poplar\jav_fst_poplartree_cuttrunk_a.cgf,1000,90,Play_Gather_TreeFall_Big,Stop_Gather_TreeFall_Big,Play_Slide_Tree_Hvy,0,0,9,Objects\Nature\Veg_Trees\Trees_Forest\Poplar\JAV_Fst_PoplarTree_A_Wint01_mat_Cut.mtl
PoplarTree_Full_b_cuttrunk,Objects\Nature\Veg_Trees\Trees_Forest\Poplar\jav_fst_poplartree_cuttrunk_b.cgf,1000,90,Play_Gather_TreeFall_Big,Stop_Gather_TreeFall_Big,Play_Slide_Tree_Hvy,0.4,0,7,Objects\Nature\Veg_Trees\Trees_Forest\Poplar\JAV_Fst_PoplarTree_A_mat_Cut.mtl
PoplarTree_Full_b_fall01_cuttrunk,Objects\Nature\Veg_Trees\Trees_Forest\Poplar\jav_fst_poplartree_cuttrunk_b.cgf,1000,90,Play_Gather_TreeFall_Big,Stop_Gather_TreeFall_Big,Play_Slide_Tree_Hvy,0.4,0,7,Objects\Nature\Veg_Trees\Trees_Forest\Poplar\JAV_Fst_PoplarTree_A_Fall01_mat_Cut.mtl
PoplarTree_Full_b_fall02_cuttrunk,Objects\Nature\Veg_Trees\Trees_Forest\Poplar\jav_fst_poplartree_cuttrunk_b.cgf,1000,90,Play_Gather_TreeFall_Big,Stop_Gather_TreeFall_Big,Play_Slide_Tree_Hvy,0.4,0,7,Objects\Nature\Veg_Trees\Trees_Forest\Poplar\JAV_Fst_PoplarTree_A_Fall02_mat_Cut.mtl
PoplarTree_Full_b_spri01_cuttrunk,Objects\Nature\Veg_Trees\Trees_Forest\Poplar\jav_fst_poplartree_cuttrunk_b.cgf,1000,90,Play_Gather_TreeFall_Big,Stop_Gather_TreeFall_Big,Play_Slide_Tree_Hvy,0.4,0,7,Objects\Nature\Veg_Trees\Trees_Forest\Poplar\JAV_Fst_PoplarTree_A_Spri01_mat_Cut.mtl
PoplarTree_Full_b_wint01_cuttrunk,Objects\Nature\Veg_Trees\Trees_Forest\Poplar\jav_fst_poplartree_cuttrunk_b.cgf,1000,90,Play_Gather_TreeFall_Big,Stop_Gather_TreeFall_Big,Play_Slide_Tree_Hvy,0.4,0,7,Objects\Nature\Veg_Trees\Trees_Forest\Poplar\JAV_Fst_PoplarTree_A_Wint01_mat_Cut.mtl
PoplarTree_Full_c_cuttrunk,Objects\Nature\Veg_Trees\Trees_Forest\Poplar\jav_fst_poplartree_cuttrunk_c.cgf,1000,90,Play_Gather_TreeFall_Med,Stop_Gather_TreeFall_Med,Play_Slide_Tree_Med,0,0,7,Objects\Nature\Veg_Trees\Trees_Forest\Poplar\JAV_Fst_PoplarTree_A_mat_Cut.mtl
PoplarTree_Full_c_fall01_cuttrunk,Objects\Nature\Veg_Trees\Trees_Forest\Poplar\jav_fst_poplartree_cuttrunk_c.cgf,1000,90,Play_Gather_TreeFall_Med,Stop_Gather_TreeFall_Med,Play_Slide_Tree_Med,0,0,7,Objects\Nature\Veg_Trees\Trees_Forest\Poplar\JAV_Fst_PoplarTree_A_Fall01_mat_Cut.mtl
PoplarTree_Full_c_fall02_cuttrunk,Objects\Nature\Veg_Trees\Trees_Forest\Poplar\jav_fst_poplartree_cuttrunk_c.cgf,1000,90,Play_Gather_TreeFall_Med,Stop_Gather_TreeFall_Med,Play_Slide_Tree_Med,0,0,7,Objects\Nature\Veg_Trees\Trees_Forest\Poplar\JAV_Fst_PoplarTree_A_Fall02_mat_Cut.mtl
PoplarTree_Full_c_spri01_cuttrunk,Objects\Nature\Veg_Trees\Trees_Forest\Poplar\jav_fst_poplartree_cuttrunk_c.cgf,1000,90,Play_Gather_TreeFall_Med,Stop_Gather_TreeFall_Med,Play_Slide_Tree_Med,0,0,7,Objects\Nature\Veg_Trees\Trees_Forest\Poplar\JAV_Fst_PoplarTree_A_Spri01_mat_Cut.mtl
PoplarTree_Full_c_wint01_cuttrunk,Objects\Nature\Veg_Trees\Trees_Forest\Poplar\jav_fst_poplartree_cuttrunk_c.cgf,1000,90,Play_Gather_TreeFall_Med,Stop_Gather_TreeFall_Med,Play_Slide_Tree_Med,0,0,7,Objects\Nature\Veg_Trees\Trees_Forest\Poplar\JAV_Fst_PoplarTree_A_Wint01_mat_Cut.mtl
PoplarTree_Full_d_cuttrunk,Objects\Nature\Veg_Trees\Trees_Forest\Poplar\jav_fst_poplartree_cuttrunk_d.cgf,1000,90,Play_Gather_TreeFall_Small,Stop_Gather_TreeFall_Small,Play_Slide_Tree_Small,0,0,5,Objects\Nature\Veg_Trees\Trees_Forest\Poplar\JAV_Fst_PoplarTree_A_mat_Cut.mtl
PoplarTree_Full_d_fall01_cuttrunk,Objects\Nature\Veg_Trees\Trees_Forest\Poplar\jav_fst_poplartree_cuttrunk_d.cgf,1000,90,Play_Gather_TreeFall_Small,Stop_Gather_TreeFall_Small,Play_Slide_Tree_Small,0,0,5,Objects\Nature\Veg_Trees\Trees_Forest\Poplar\JAV_Fst_PoplarTree_A_Fall01_mat_Cut.mtl
PoplarTree_Full_d_fall02_cuttrunk,Objects\Nature\Veg_Trees\Trees_Forest\Poplar\jav_fst_poplartree_cuttrunk_d.cgf,1000,90,Play_Gather_TreeFall_Small,Stop_Gather_TreeFall_Small,Play_Slide_Tree_Small,0,0,5,Objects\Nature\Veg_Trees\Trees_Forest\Poplar\JAV_Fst_PoplarTree_A_Fall02_mat_Cut.mtl
PoplarTree_Full_d_spri01_cuttrunk,Objects\Nature\Veg_Trees\Trees_Forest\Poplar\jav_fst_poplartree_cuttrunk_d.cgf,1000,90,Play_Gather_TreeFall_Small,Stop_Gather_TreeFall_Small,Play_Slide_Tree_Small,0,0,5,Objects\Nature\Veg_Trees\Trees_Forest\Poplar\JAV_Fst_PoplarTree_A_Spri01_mat_Cut.mtl
PoplarTree_Full_d_wint01_cuttrunk,Objects\Nature\Veg_Trees\Trees_Forest\Poplar\jav_fst_poplartree_cuttrunk_d.cgf,1000,90,Play_Gather_TreeFall_Small,Stop_Gather_TreeFall_Small,Play_Slide_Tree_Small,0,0,5,Objects\Nature\Veg_Trees\Trees_Forest\Poplar\JAV_Fst_PoplarTree_A_Wint01_mat_Cut.mtl
PoplarTree_Full_e_cuttrunk,Objects\Nature\Veg_Trees\Trees_Forest\Poplar\jav_fst_poplartree_cuttrunk_e.cgf,500,90,Play_Gather_TreeFall_Small,Stop_Gather_TreeFall_Small,Play_Slide_Tree_Small,0,0,3,Objects\Nature\Veg_Trees\Trees_Forest\Poplar\JAV_Fst_PoplarTree_A_mat_Cut.mtl
PoplarTree_Full_e_fall01_cuttrunk,Objects\Nature\Veg_Trees\Trees_Forest\Poplar\jav_fst_poplartree_cuttrunk_e.cgf,500,90,Play_Gather_TreeFall_Small,Stop_Gather_TreeFall_Small,Play_Slide_Tree_Small,0,0,3,Objects\Nature\Veg_Trees\Trees_Forest\Poplar\JAV_Fst_PoplarTree_A_Fall01_mat_Cut.mtl
PoplarTree_Full_e_fall02_cuttrunk,Objects\Nature\Veg_Trees\Trees_Forest\Poplar\jav_fst_poplartree_cuttrunk_e.cgf,500,90,Play_Gather_TreeFall_Small,Stop_Gather_TreeFall_Small,Play_Slide_Tree_Small,0,0,3,Objects\Nature\Veg_Trees\Trees_Forest\Poplar\JAV_Fst_PoplarTree_A_Fall02_mat_Cut.mtl
PoplarTree_Full_e_spri01_cuttrunk,Objects\Nature\Veg_Trees\Trees_Forest\Poplar\jav_fst_poplartree_cuttrunk_e.cgf,500,90,Play_Gather_TreeFall_Small,Stop_Gather_TreeFall_Small,Play_Slide_Tree_Small,0,0,3,Objects\Nature\Veg_Trees\Trees_Forest\Poplar\JAV_Fst_PoplarTree_A_Spri01_mat_Cut.mtl
PoplarTree_Full_e_wint01_cuttrunk,Objects\Nature\Veg_Trees\Trees_Forest\Poplar\jav_fst_poplartree_cuttrunk_e.cgf,500,90,Play_Gather_TreeFall_Small,Stop_Gather_TreeFall_Small,Play_Slide_Tree_Small,0,0,3,Objects\Nature\Veg_Trees\Trees_Forest\Poplar\JAV_Fst_PoplarTree_A_Wint01_mat_Cut.mtl
TablePineTree_a_cuttrunk,Objects\Nature\Veg_Trees\Trees_Mountain\TablePine\jav_mtn_tablepinetree_cuttrunk_a.cgf,1000,180,Play_Gather_TreeFall_Med,Stop_Gather_TreeFall_Med,Play_Slide_Tree_Med,0,0,6,Objects\Nature\Veg_Trees\Trees_Mountain\TablePine\JAV_Mtn_TablePineTree_A_mat_Cut.mtl
TablePineTree_a_wint01_cuttrunk,Objects\Nature\Veg_Trees\Trees_Mountain\TablePine\jav_mtn_tablepinetree_cuttrunk_a.cgf,1000,180,Play_Gather_TreeFall_Med,Stop_Gather_TreeFall_Med,Play_Slide_Tree_Med,0,0,6,Objects\Nature\Veg_Trees\Trees_Mountain\TablePine\JAV_Mtn_TablePineTree_A_Wint01_mat_Cut.mtl
TablePineTree_b_cuttrunk,Objects\Nature\Veg_Trees\Trees_Mountain\TablePine\jav_mtn_tablepinetree_cuttrunk_b.cgf,1000,180,Play_Gather_TreeFall_Med,Stop_Gather_TreeFall_Med,Play_Slide_Tree_Med,-2.5,0,6,Objects\Nature\Veg_Trees\Trees_Mountain\TablePine\JAV_Mtn_TablePineTree_A_mat_Cut.mtl
TablePineTree_b_wint01_cuttrunk,Objects\Nature\Veg_Trees\Trees_Mountain\TablePine\jav_mtn_tablepinetree_cuttrunk_b.cgf,1000,180,Play_Gather_TreeFall_Med,Stop_Gather_TreeFall_Med,Play_Slide_Tree_Med,-2.5,0,6,Objects\Nature\Veg_Trees\Trees_Mountain\TablePine\JAV_Mtn_TablePineTree_A_Wint01_mat_Cut.mtl
TablePineTree_c_cuttrunk,Objects\Nature\Veg_Trees\Trees_Mountain\TablePine\jav_mtn_tablepinetree_cuttrunk_c.cgf,1000,180,Play_Gather_TreeFall_Small,Stop_Gather_TreeFall_Small,Play_Slide_Tree_Small,1,0,5,Objects\Nature\Veg_Trees\Trees_Mountain\TablePine\JAV_Mtn_TablePineTree_A_mat_Cut.mtl
TablePineTree_c_wint01_cuttrunk,Objects\Nature\Veg_Trees\Trees_Mountain\TablePine\jav_mtn_tablepinetree_cuttrunk_c.cgf,1000,180,Play_Gather_TreeFall_Small,Stop_Gather_TreeFall_Small,Play_Slide_Tree_Small,1,0,5,Objects\Nature\Veg_Trees\Trees_Mountain\TablePine\JAV_Mtn_TablePineTree_A_Wint01_mat_Cut.mtl
TablePineTree_d_cuttrunk,Objects\Nature\Veg_Trees\Trees_Mountain\TablePine\jav_mtn_tablepinetree_cuttrunk_d.cgf,1000,100,Play_Gather_TreeFall_Small,Stop_Gather_TreeFall_Small,Play_Slide_Tree_Small,0,0,3,Objects\Nature\Veg_Trees\Trees_Mountain\TablePine\JAV_Mtn_TablePineTree_A_mat_Cut.mtl
TablePineTree_d_wint01_cuttrunk,Objects\Nature\Veg_Trees\Trees_Mountain\TablePine\jav_mtn_tablepinetree_cuttrunk_d.cgf,1000,100,Play_Gather_TreeFall_Small,Stop_Gather_TreeFall_Small,Play_Slide_Tree_Small,0,0,3,Objects\Nature\Veg_Trees\Trees_Mountain\TablePine\JAV_Mtn_TablePineTree_A_Wint01_mat_Cut.mtl
TablePineTree_e_cuttrunk,Objects\Nature\Veg_Trees\Trees_Mountain\TablePine\jav_mtn_tablepinetree_cuttrunk_e.cgf,500,80,Play_Gather_TreeFall_Small,Stop_Gather_TreeFall_Small,Play_Slide_Tree_Small,0,0,2,Objects\Nature\Veg_Trees\Trees_Mountain\TablePine\JAV_Mtn_TablePineTree_A_mat_Cut.mtl
TablePineTree_e_wint01_cuttrunk,Objects\Nature\Veg_Trees\Trees_Mountain\TablePine\jav_mtn_tablepinetree_cuttrunk_e.cgf,500,80,Play_Gather_TreeFall_Small,Stop_Gather_TreeFall_Small,Play_Slide_Tree_Small,0,0,2,Objects\Nature\Veg_Trees\Trees_Mountain\TablePine\JAV_Mtn_TablePineTree_A_Wint01_mat_Cut.mtl
DogwoodTree_a_super01_cuttrunk,Objects\Nature\Veg_Trees\Trees_Mountain\TablePine\jav_mtn_tablepinetree_cuttrunk_a.cgf,1000,180,Play_Gather_TreeFall_Med,Stop_Gather_TreeFall_Med,Play_Slide_Tree_Med,0,0,6,Objects\Nature\Veg_Trees\Trees_Mountain\Dogwood\JAV_Mtn_DogwoodTree_A_Super01_mat_Cut.mtl
DogwoodTree_b_super01_cuttrunk,Objects\Nature\Veg_Trees\Trees_Mountain\TablePine\jav_mtn_tablepinetree_cuttrunk_b.cgf,1000,180,Play_Gather_TreeFall_Med,Stop_Gather_TreeFall_Med,Play_Slide_Tree_Med,-2.5,0,6,Objects\Nature\Veg_Trees\Trees_Mountain\Dogwood\JAV_Mtn_DogwoodTree_A_Super01_mat_Cut.mtl
DogwoodTree_c_super01_cuttrunk,Objects\Nature\Veg_Trees\Trees_Mountain\TablePine\jav_mtn_tablepinetree_cuttrunk_c.cgf,1000,180,Play_Gather_TreeFall_Small,Stop_Gather_TreeFall_Small,Play_Slide_Tree_Small,1,0,5,Objects\Nature\Veg_Trees\Trees_Mountain\Dogwood\JAV_Mtn_DogwoodTree_A_Super01_mat_Cut.mtl
DogwoodTree_d_super01_cuttrunk,Objects\Nature\Veg_Trees\Trees_Mountain\TablePine\jav_mtn_tablepinetree_cuttrunk_d.cgf,1000,100,Play_Gather_TreeFall_Small,Stop_Gather_TreeFall_Small,Play_Slide_Tree_Small,0,0,3,Objects\Nature\Veg_Trees\Trees_Mountain\Dogwood\JAV_Mtn_DogwoodTree_A_Super01_mat_Cut.mtl
DogwoodTree_e_super01_cuttrunk,Objects\Nature\Veg_Trees\Trees_Mountain\TablePine\jav_mtn_tablepinetree_cuttrunk_e.cgf,500,80,Play_Gather_TreeFall_Small,Stop_Gather_TreeFall_Small,Play_Slide_Tree_Small,0,0,2,Objects\Nature\Veg_Trees\Trees_Mountain\Dogwood\JAV_Mtn_DogwoodTree_A_Super01_mat_Cut.mtl
DogwoodTree_c_super02_cuttrunk,Objects\Nature\Veg_Trees\Trees_Mountain\TablePine\jav_mtn_tablepinetree_cuttrunk_c.cgf,1000,180,Play_Gather_TreeFall_Small,Stop_Gather_TreeFall_Small,Play_Slide_Tree_Small,1,0,5,Objects\Nature\Veg_Trees\Trees_Mountain\Dogwood\JAV_Mtn_DogwoodTree_A_Super02_mat_Cut.mtl
DogwoodTree_d_super02_cuttrunk,Objects\Nature\Veg_Trees\Trees_Mountain\TablePine\jav_mtn_tablepinetree_cuttrunk_d.cgf,1000,100,Play_Gather_TreeFall_Small,Stop_Gather_TreeFall_Small,Play_Slide_Tree_Small,0,0,3,Objects\Nature\Veg_Trees\Trees_Mountain\Dogwood\JAV_Mtn_DogwoodTree_A_Super02_mat_Cut.mtl
DogwoodTree_e_super02_cuttrunk,Objects\Nature\Veg_Trees\Trees_Mountain\TablePine\jav_mtn_tablepinetree_cuttrunk_e.cgf,500,80,Play_Gather_TreeFall_Small,Stop_Gather_TreeFall_Small,Play_Slide_Tree_Small,0,0,2,Objects\Nature\Veg_Trees\Trees_Mountain\Dogwood\JAV_Mtn_DogwoodTree_A_Super02_mat_Cut.mtl
PoplarTree_Full_a_super01_cuttrunk,Objects\Nature\Veg_Trees\Trees_Forest\Poplar\jav_fst_poplartree_cuttrunk_a.cgf,2000,90,Play_Gather_TreeFall_Big,Stop_Gather_TreeFall_Big,Play_Slide_Tree_Hvy,0,0,9,Objects\Nature\Veg_Trees\Trees_Forest\Poplar\JAV_Fst_PoplarTree_A_super01_mat_Cut.mtl
PoplarTree_Full_b_super01_cuttrunk,Objects\Nature\Veg_Trees\Trees_Forest\Poplar\jav_fst_poplartree_cuttrunk_b.cgf,1000,90,Play_Gather_TreeFall_Big,Stop_Gather_TreeFall_Big,Play_Slide_Tree_Hvy,0.4,0,7,Objects\Nature\Veg_Trees\Trees_Forest\Poplar\JAV_Fst_PoplarTree_A_super01_mat_Cut.mtl
PoplarTree_Full_c_super01_cuttrunk,Objects\Nature\Veg_Trees\Trees_Forest\Poplar\jav_fst_poplartree_cuttrunk_c.cgf,1000,90,Play_Gather_TreeFall_Med,Stop_Gather_TreeFall_Med,Play_Slide_Tree_Med,0,0,7,Objects\Nature\Veg_Trees\Trees_Forest\Poplar\JAV_Fst_PoplarTree_A_super01_mat_Cut.mtl
PoplarTree_Full_d_super01_cuttrunk,Objects\Nature\Veg_Trees\Trees_Forest\Poplar\jav_fst_poplartree_cuttrunk_d.cgf,1000,90,Play_Gather_TreeFall_Small,Stop_Gather_TreeFall_Small,Play_Slide_Tree_Small,0,0,5,Objects\Nature\Veg_Trees\Trees_Forest\Poplar\JAV_Fst_PoplarTree_A_super01_mat_Cut.mtl
