TaskID,Type,FailOnCondition,ResetOnCondition,StayActive,TargetQty,ItemName,ItemDropVC,ItemDropProbability,ChestDropProbability,EnforceLocationRequirement,TerritoryID,POITag,GameModeID,ShouldCheckPoints,LootTag,PauseAndClearLootOnTaskComplete,GuranteedDropAttempts,TargetThreshold,CraftingRecipeId,CraftAnyRecipe,InteractTag,UIScreenTag,TriggerAreaType,KillEnemyType,KillEnemyWeaponID,Duration,TaskBuySellType,IsPurchaseOrEarn,IsExactMatch,UseTypeAffix,TypeAffix,UseMatAffix,MatAffix,UseMagicAffix,MagicAffix,MapMarkerMapIcon,MapMarkerTitleLocTag,MapMarkerDescriptionLocTag,MapMarkerWorldPositionX,MapMarkerWorldPositionY,MapMarkerWorldDistanceThreshold,UseLargeItemDisplay,TP_TargetTag,TP_DescriptionTag,OverrideLocation,IsHidden,CompletedNotificationId,GridLayout,CommunityGoalTag,HideChildren,TriggerAnalyticsEvent,SubTask1,SubTask2,SubTask3,SubTask4,SubTask5
Task_ContainerEquip_Artifact_Set1_HeavyLegs,ConsecutiveTaskContainer,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@Objective_Artifact_Desc,,,,,,,true,Task_Equip_Artifact_Set1_HeavyLegs,Task_ContainerPerks_Artifact_Set1_HeavyLegs,,,
Task_Equip_Artifact_Set1_HeavyLegs,TaskEquipItem,,,1,1,Artifact_Set1_HeavyLegs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_equip,,,,,,,true,,,,,
Task_ContainerPerks_Artifact_Set1_HeavyLegs,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@Objective_Artifact_PerkTasks,,,,,,,true,Task_Perk1_Artifact_Set1_HeavyLegs,Task_Perk2_Artifact_Set1_HeavyLegs,Task_Perk3_Artifact_Set1_HeavyLegs,,
Task_Perk1_Artifact_Set1_HeavyLegs,TaskKillContribution,,,,20,,,,,,,,OutpostRush,true,,,,,,,,,,Player,,,,,,,,,,,,,,,,,,,,@Objective_Kill_OPR,,,,,,,true,,,,,
Task_Perk2_Artifact_Set1_HeavyLegs,TaskKillContribution,,,,20,,,,,,,,Arena3v3,true,,,,,,,,,,Player,,,,,,,,,,,,,,,,,,,,@Objective_Kill_Arena,,,,,,,true,,,,,
Task_Perk3_Artifact_Set1_HeavyLegs,TaskKillContribution,,,,35,,,,,,,,,true,,,,,,,,,,Player,,,,,,,,,,,,,,,,,,,,@Objective_Kill_OpenWorld,,,,,,,true,,,,,
Task_Craft_Artifact_Set1_HeavyLegs,TaskAchievement,,,1,,FC_Artifact_Set1_HeavyLegs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@Objective_CraftArtifact,,,,,,,true,,,,,
Task_Container_Artifact_Set1_HeavyFeet,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,Task_ContainerEquip_Artifact_Set1_HeavyFeet,Task_Craft_Artifact_Set1_HeavyFeet,,,
Task_ContainerEquip_Artifact_Set1_HeavyFeet,ConsecutiveTaskContainer,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@Objective_Artifact_Desc,,,,,,,true,Task_Equip_Artifact_Set1_HeavyFeet,Task_ContainerPerks_Artifact_Set1_HeavyFeet,,,
Task_Equip_Artifact_Set1_HeavyFeet,TaskEquipItem,,,1,1,Artifact_Set1_HeavyFeet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_equip,,,,,,,true,,,,,
Task_ContainerPerks_Artifact_Set1_HeavyFeet,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@Objective_Artifact_PerkTasks,,,,,,,true,Task_Perk1_Artifact_Set1_HeavyFeet,Task_Perk2_Artifact_Set1_HeavyFeet,Task_Perk3_Artifact_Set1_HeavyFeet,,
Task_Perk1_Artifact_Set1_HeavyFeet,TaskKillContribution,,,,20,,,,,,,,OutpostRush,true,,,,,,,,,,Player,,,,,,,,,,,,,,,,,,,,@Objective_Kill_OPR,,,,,,,true,,,,,
Task_Perk2_Artifact_Set1_HeavyFeet,TaskKillContribution,,,,20,,,,,,,,Arena3v3,true,,,,,,,,,,Player,,,,,,,,,,,,,,,,,,,,@Objective_Kill_Arena,,,,,,,true,,,,,
Task_Perk3_Artifact_Set1_HeavyFeet,TaskKillContribution,,,,35,,,,,,,,,true,,,,,,,,,,Player,,,,,,,,,,,,,,,,,,,,@Objective_Kill_OpenWorld,,,,,,,true,,,,,
Task_Craft_Artifact_Set1_HeavyFeet,TaskAchievement,,,1,,FC_Artifact_Set1_HeavyFeet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@Objective_CraftArtifact,,,,,,,true,,,,,
Task_Container_Artifact_Set1_MediumHead,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,Task_ContainerEquip_Artifact_Set1_MediumHead,Task_Craft_Artifact_Set1_MediumHead,,,
Task_ContainerEquip_Artifact_Set1_MediumHead,ConsecutiveTaskContainer,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@Objective_Artifact_Desc,,,,,,,true,Task_Equip_Artifact_Set1_MediumHead,Task_ContainerPerks_Artifact_Set1_MediumHead,,,
Task_Equip_Artifact_Set1_MediumHead,TaskEquipItem,,,1,1,Artifact_Set1_MediumHead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_equip,,,,,,,true,,,,,
Task_ContainerPerks_Artifact_Set1_MediumHead,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@Objective_Artifact_PerkTasks,,,,,,,true,Task_Perk1_Artifact_Set1_MediumHead,Task_Perk2_Artifact_Set1_MediumHead,Task_Perk3_Artifact_Set1_MediumHead,,
Task_Perk1_Artifact_Set1_MediumHead,TaskKillContribution,,,,30,,,,,true,9,,,,,,,,,,,,,Beast,,,,,,,,,,,,,,,,,,,,@Objective_Kill_in_FL,,,,,,,true,,,,,
Task_Perk2_Artifact_Set1_MediumHead,TaskKillContribution,,,,30,,,,,true,9,,,,,,,,,,,,,Ancient,,,,,,,,,,,,,,,,,,,,@Objective_Kill_in_FL,,,,,,,true,,,,,
Task_Perk3_Artifact_Set1_MediumHead,TaskKillContribution,,,,30,,,,,true,9,,,,,,,,,,,,,AngryEarth,,,,,,,,,,,,,,,,,,,,@Objective_Kill_in_FL,,,,,,,true,,,,,
Task_Craft_Artifact_Set1_MediumHead,TaskAchievement,,,1,,FC_Artifact_Set1_MediumHead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@Objective_CraftArtifact,,,,,,,true,,,,,
Task_Container_Artifact_Set1_MediumChest,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,Task_ContainerEquip_Artifact_Set1_MediumChest,Task_Craft_Artifact_Set1_MediumChest,,,
Task_ContainerEquip_Artifact_Set1_MediumChest,ConsecutiveTaskContainer,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@Objective_Artifact_Desc,,,,,,,true,Task_Equip_Artifact_Set1_MediumChest,Task_ContainerPerks_Artifact_Set1_MediumChest,,,
Task_Equip_Artifact_Set1_MediumChest,TaskEquipItem,,,1,1,Artifact_Set1_MediumChest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_equip,,,,,,,true,,,,,
Task_ContainerPerks_Artifact_Set1_MediumChest,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@Objective_Artifact_PerkTasks,,,,,,,true,Task_Perk1_Artifact_Set1_MediumChest,Task_Perk2_Artifact_Set1_MediumChest,Task_Perk3_Artifact_Set1_MediumChest,,
Task_Perk1_Artifact_Set1_MediumChest,TaskKillContribution,,,,20,,,,,,,,OutpostRush,true,,,,,,,,,,Player,,,,,,,,,,,,,,,,,,,,@Objective_Kill_OPR,,,,,,,true,,,,,
Task_Perk2_Artifact_Set1_MediumChest,TaskKillContribution,,,,20,,,,,,,,Arena3v3,true,,,,,,,,,,Player,,,,,,,,,,,,,,,,,,,,@Objective_Kill_Arena,,,,,,,true,,,,,
Task_Perk3_Artifact_Set1_MediumChest,TaskKillContribution,,,,35,,,,,,,,,true,,,,,,,,,,Player,,,,,,,,,,,,,,,,,,,,@Objective_Kill_OpenWorld,,,,,,,true,,,,,
Task_Craft_Artifact_Set1_MediumChest,TaskAchievement,,,1,,FC_Artifact_Set1_MediumChest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@Objective_CraftArtifact,,,,,,,true,,,,,
Task_Container_Artifact_Set1_MediumHands,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,Task_ContainerEquip_Artifact_Set1_MediumHands,Task_Craft_Artifact_Set1_MediumHands,,,
Task_ContainerEquip_Artifact_Set1_MediumHands,ConsecutiveTaskContainer,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@Objective_Artifact_Desc,,,,,,,true,Task_Equip_Artifact_Set1_MediumHands,Task_ContainerPerks_Artifact_Set1_MediumHands,,,
Task_Equip_Artifact_Set1_MediumHands,TaskEquipItem,,,1,1,Artifact_Set1_MediumHands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_equip,,,,,,,true,,,,,
Task_ContainerPerks_Artifact_Set1_MediumHands,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@Objective_Artifact_PerkTasks,,,,,,,true,Task_Perk1_Artifact_Set1_MediumHands,Task_Perk2_Artifact_Set1_MediumHands,Task_Perk3_Artifact_Set1_MediumHands,,
Task_Perk1_Artifact_Set1_MediumHands,TaskKillContribution,,,,1,,,,,true,,elite_island_40065,,,,,,,,,,,,FL_Gorilla_Melee_Elite_Named_09FL12,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,true,,,,,
Task_Perk2_Artifact_Set1_MediumHands,TaskKillContribution,,,,30,,,,,,9,,,,,,,,,,,,,FL_Beetle,,,,,,,,,,,,,,,,,,,,@Objective_Kill_in_FL,,,,,,,true,,,,,
Task_Perk3_Artifact_Set1_MediumHands,TaskKillContribution,,,,20,,,,,true,,beastlands_40064,,,,,,,,,,,,FL_Gorilla_Melee_Elite_09FL01,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,true,,,,,
Task_Craft_Artifact_Set1_MediumHands,TaskAchievement,,,1,,FC_Artifact_Set1_MediumHands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@Objective_CraftArtifact,,,,,,,true,,,,,
Task_Container_Artifact_Set1_MediumLegs,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,Task_ContainerEquip_Artifact_Set1_MediumLegs,Task_Craft_Artifact_Set1_MediumLegs,,,
Task_ContainerEquip_Artifact_Set1_MediumLegs,ConsecutiveTaskContainer,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@Objective_Artifact_Desc,,,,,,,true,Task_Equip_Artifact_Set1_MediumLegs,Task_ContainerPerks_Artifact_Set1_MediumLegs,,,
Task_Equip_Artifact_Set1_MediumLegs,TaskEquipItem,,,1,1,Artifact_Set1_MediumLegs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_equip,,,,,,,true,,,,,
Task_ContainerPerks_Artifact_Set1_MediumLegs,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@Objective_Artifact_PerkTasks,,,,,,,true,Task_Perk1_Artifact_Set1_MediumLegs,Task_Perk2_Artifact_Set1_MediumLegs,Task_Perk3_Artifact_Set1_MediumLegs,,
Task_Perk1_Artifact_Set1_MediumLegs,TaskKillContribution,,,,1,,,,,,,ancient_ruins_40054,,,,,,,,,,,,FL_AncientGuardian_Mage_Named_ELITE_09FL06,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,true,,,,,
Task_Perk2_Artifact_Set1_MediumLegs,TaskKillContribution,,,,1,,,,,,,,DungeonRestlessShores01,,,,,,,,,,,Damned_LongSwordsman_Commander_Named_DG_Restless_00,,,,,,,,,,,,,,,,,,,,@Objective_Kill_Depths,,,,,,,true,,,,,
Task_Perk3_Artifact_Set1_MediumLegs,TaskKillContribution,,,,50,,,,,true,9,,,,,,,,,,,,,Beast,,,,,,,,,,,,,,,,,,,,@Objective_Kill_in_FL,,,,,,,true,,,,,
Task_Craft_Artifact_Set1_MediumLegs,TaskAchievement,,,1,,FC_Artifact_Set1_MediumLegs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@Objective_CraftArtifact,,,,,,,true,,,,,
Task_Container_Artifact_Set1_MediumFeet,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,Task_ContainerEquip_Artifact_Set1_MediumFeet,Task_Craft_Artifact_Set1_MediumFeet,,,
Task_ContainerEquip_Artifact_Set1_MediumFeet,ConsecutiveTaskContainer,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@Objective_Artifact_Desc,,,,,,,true,Task_Equip_Artifact_Set1_MediumFeet,Task_ContainerPerks_Artifact_Set1_MediumFeet,,,
Task_Equip_Artifact_Set1_MediumFeet,TaskEquipItem,,,1,1,Artifact_Set1_MediumFeet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_equip,,,,,,,true,,,,,
Task_ContainerPerks_Artifact_Set1_MediumFeet,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@Objective_Artifact_PerkTasks,,,,,,,true,Task_Perk1_Artifact_Set1_MediumFeet,Task_Perk2_Artifact_Set1_MediumFeet,Task_Perk3_Artifact_Set1_MediumFeet,,
Task_Perk1_Artifact_Set1_MediumFeet,TaskKillContribution,,,,30,,,,,,,,DungeonGreatCleave00,,,,,,,,,,,Varangian,,,,,,,,,,,,,,,,,,,,@Objective_Kill_GlacialTarn,,,,,,,true,,,,,
Task_Perk2_Artifact_Set1_MediumFeet,TaskKillContribution,,,,30,,,,,,,,,,,,,,,,,,,fl_mammoth_ice_elite_09fl01,,,,,,,,,,,,,,,,,,,,@Objective_Kill_in_FL,,,,,,,true,,,,,
Task_Perk3_Artifact_Set1_MediumFeet,TaskKillContribution,,,,30,,,,,,,,,,,,,,,,,,,wolf_elemental_ice,,,,,,,,,,,,,,,,,,,,@Objective_Kill_in_FL,,,,,,,true,,,,,
Task_Craft_Artifact_Set1_MediumFeet,TaskAchievement,,,1,,FC_Artifact_Set1_MediumFeet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@Objective_CraftArtifact,,,,,,,true,,,,,
Task_Container_Artifact_Set1_LightHead,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,Task_ContainerEquip_Artifact_Set1_LightHead,Task_Craft_Artifact_Set1_LightHead,,,
Task_ContainerEquip_Artifact_Set1_LightHead,ConsecutiveTaskContainer,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@Objective_Artifact_Desc,,,,,,,true,Task_Equip_Artifact_Set1_LightHead,Task_ContainerPerks_Artifact_Set1_LightHead,,,
Task_Equip_Artifact_Set1_LightHead,TaskEquipItem,,,1,1,Artifact_Set1_LightHead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_equip,,,,,,,true,,,,,
Task_ContainerPerks_Artifact_Set1_LightHead,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@Objective_Artifact_PerkTasks,,,,,,,true,Task_Perk1_Artifact_Set1_LightHead,Task_Perk2_Artifact_Set1_LightHead,Task_Perk3_Artifact_Set1_LightHead,,
Task_Perk1_Artifact_Set1_LightHead,TaskKillContribution,,,,50,,,,,true,16,,,,,,,,,,,,,Corrupted,,,,,,,,,,,,,,,,,,,,@objective_darkness_task_kill_enemies_territory_desc,,,,,,,true,,,,,
Task_Perk2_Artifact_Set1_LightHead,TaskKillContribution,,,,50,,,,,true,5,,,,,,,,,,,,,Corrupted,,,,,,,,,,,,,,,,,,,,@objective_darkness_task_kill_enemies_territory_desc,,,,,,,true,,,,,
Task_Perk3_Artifact_Set1_LightHead,TaskKillContribution,,,,50,,,,,true,7,,,,,,,,,,,,,Corrupted,,,,,,,,,,,,,,,,,,,,@objective_darkness_task_kill_enemies_territory_desc,,,,,,,true,,,,,
Task_Craft_Artifact_Set1_LightHead,TaskAchievement,,,1,,FC_Artifact_Set1_LightHead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@Objective_CraftArtifact,,,,,,,true,,,,,
Task_Container_Artifact_Set1_LightChest,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,Task_ContainerEquip_Artifact_Set1_LightChest,Task_Craft_Artifact_Set1_LightChest,,,
Task_ContainerEquip_Artifact_Set1_LightChest,ConsecutiveTaskContainer,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@Objective_Artifact_Desc,,,,,,,true,Task_Equip_Artifact_Set1_LightChest,Task_ContainerPerks_Artifact_Set1_LightChest,,,
Task_Equip_Artifact_Set1_LightChest,TaskEquipItem,,,1,1,Artifact_Set1_LightChest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_equip,,,,,,,true,,,,,
Task_ContainerPerks_Artifact_Set1_LightChest,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@Objective_Artifact_PerkTasks,,,,,,,true,Task_Perk1_Artifact_Set1_LightChest,Task_Perk2_Artifact_Set1_LightChest,Task_Perk3_Artifact_Set1_LightChest,,
Task_Perk1_Artifact_Set1_LightChest,TaskKillContribution,,,,1,,,,,true,,ancient_lighthouse_40046,,,,,,,,,,,,FL_Dryad_Beast_Named_09FL08,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,true,,,,,
Task_Perk2_Artifact_Set1_LightChest,TaskKillContribution,,,,20,,,,,true,9,,,,,,,,,,,,,Corvid,,,,,,,,,,,,,,,,,,,,@Objective_Kill_in_FL,,,,,,,true,,,,,
Task_Perk3_Artifact_Set1_LightChest,TaskKillContribution,,,,30,,,,,true,,abandoned_village_40044,,,,,,,,,,,,AngryEarth,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,true,,,,,
Task_Craft_Artifact_Set1_LightChest,TaskAchievement,,,1,,FC_Artifact_Set1_LightChest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@Objective_CraftArtifact,,,,,,,true,,,,,
Task_Container_Artifact_Set1_LightHands,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,Task_ContainerEquip_Artifact_Set1_LightHands,Task_Craft_Artifact_Set1_LightHands,,,
Task_ContainerEquip_Artifact_Set1_LightHands,ConsecutiveTaskContainer,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@Objective_Artifact_Desc,,,,,,,true,Task_Equip_Artifact_Set1_LightHands,Task_ContainerPerks_Artifact_Set1_LightHands,,,
Task_Equip_Artifact_Set1_LightHands,TaskEquipItem,,,1,1,Artifact_Set1_LightHands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_equip,,,,,,,true,,,,,
Task_ContainerPerks_Artifact_Set1_LightHands,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@Objective_Artifact_PerkTasks,,,,,,,true,Task_Perk1_Artifact_Set1_LightHands,Task_Perk2_Artifact_Set1_LightHands,Task_Perk3_Artifact_Set1_LightHands,,
Task_Perk1_Artifact_Set1_LightHands,TaskKillContribution,,,,30,,,,,true,9,,,,,,,,,,,,,fl_gorilla_ice_elite_09fl12,,,,,,,,,,,,,,,,,,,,@Objective_Kill_in_FL,,,,,,,true,,,,,
Task_Perk2_Artifact_Set1_LightHands,TaskKillContribution,,,,30,,,,,,,,DungeonGreatCleave00,,,,,,,,,,,Varangian,,,,,,,,,,,,,,,,,,,,@Objective_Kill_in_FL,,,,,,,true,,,,,
Task_Perk3_Artifact_Set1_LightHands,TaskKillContribution,,,,30,,,,,,,,DungeonGreatCleave00,,,,,,,,,,,IceGolem,,,,,,,,,,,,,,,,,,,,@Objective_Kill_in_FL,,,,,,,true,,,,,
Task_Craft_Artifact_Set1_LightHands,TaskAchievement,,,1,,FC_Artifact_Set1_LightHands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@Objective_CraftArtifact,,,,,,,true,,,,,
Task_Container_Artifact_Set1_LightLegs,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,Task_ContainerEquip_Artifact_Set1_LightLegs,Task_Craft_Artifact_Set1_LightLegs,,,
Task_ContainerEquip_Artifact_Set1_LightLegs,ConsecutiveTaskContainer,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@Objective_Artifact_Desc,,,,,,,true,Task_Equip_Artifact_Set1_LightLegs,Task_ContainerPerks_Artifact_Set1_LightLegs,,,
Task_Equip_Artifact_Set1_LightLegs,TaskEquipItem,,,1,1,Artifact_Set1_LightLegs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_equip,,,,,,,true,,,,,
Task_ContainerPerks_Artifact_Set1_LightLegs,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@Objective_Artifact_PerkTasks,,,,,,,true,Task_Perk1_Artifact_Set1_LightLegs,Task_Perk2_Artifact_Set1_LightLegs,Task_Perk3_Artifact_Set1_LightLegs,,
Task_Perk1_Artifact_Set1_LightLegs,TaskKillContribution,,,,30,,,,,true,9,,,,,,,,,,,,,wolf_elemental_ice,,,,,,,,,,,,,,,,,,,,@Objective_Kill_in_FL,,,,,,,true,,,,,
Task_Perk2_Artifact_Set1_LightLegs,TaskKillContribution,,,,30,,,,,,,,DungeonGreatCleave00,,,,,,,,,,,fl_mammoth_ice_elite_09fl01,,,,,,,,,,,,,,,,,,,,@Objective_Kill_in_FL,,,,,,,true,,,,,
Task_Perk3_Artifact_Set1_LightLegs,TaskKillContribution,,,,30,,,,,,,,DungeonGreatCleave00,,,,,,,,,,,Varangian,,,,,,,,,,,,,,,,,,,,@Objective_Kill_in_FL,,,,,,,true,,,,,
Task_Craft_Artifact_Set1_LightLegs,TaskAchievement,,,1,,FC_Artifact_Set1_LightLegs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@Objective_CraftArtifact,,,,,,,true,,,,,
Task_Container_Artifact_Set1_LightFeet,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,Task_ContainerEquip_Artifact_Set1_LightFeet,Task_Craft_Artifact_Set1_LightFeet,,,
Task_ContainerEquip_Artifact_Set1_LightFeet,ConsecutiveTaskContainer,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@Objective_Artifact_Desc,,,,,,,true,Task_Equip_Artifact_Set1_LightFeet,Task_ContainerPerks_Artifact_Set1_LightFeet,,,
Task_Equip_Artifact_Set1_LightFeet,TaskEquipItem,,,1,1,Artifact_Set1_LightFeet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_equip,,,,,,,true,,,,,
Task_ContainerPerks_Artifact_Set1_LightFeet,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@Objective_Artifact_PerkTasks,,,,,,,true,Task_Perk1_Artifact_Set1_LightFeet,Task_Perk2_Artifact_Set1_LightFeet,Task_Perk3_Artifact_Set1_LightFeet,,
Task_Perk1_Artifact_Set1_LightFeet,TaskKillContribution,,,,30,,,,,true,9,,,,,,,,,,,,,Beast,,,,,,,,,,,,,,,,,,,,@Objective_Kill_in_FL,,,,,,,true,,,,,
Task_Perk2_Artifact_Set1_LightFeet,TaskKillContribution,,,,30,,,,,true,9,,,,,,,,,,,,,Ancient,,,,,,,,,,,,,,,,,,,,@Objective_Kill_in_FL,,,,,,,true,,,,,
Task_Perk3_Artifact_Set1_LightFeet,TaskKillContribution,,,,30,,,,,true,9,,,,,,,,,,,,,AngryEarth,,,,,,,,,,,,,,,,,,,,@Objective_Kill_in_FL,,,,,,,true,,,,,
Task_Craft_Artifact_Set1_LightFeet,TaskAchievement,,,1,,FC_Artifact_Set1_LightFeet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@Objective_CraftArtifact,,,,,,,true,,,,,
Task_Container_Artifact_Set1_1hLongsword,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,Task_ContainerEquip_Artifact_Set1_1hLongsword,Task_Craft_Artifact_Set1_1hLongsword,,,
Task_ContainerEquip_Artifact_Set1_1hLongsword,ConsecutiveTaskContainer,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@Objective_Artifact_Desc,,,,,,,true,Task_Equip_Artifact_Set1_1hLongsword,Task_ContainerPerks_Artifact_Set1_1hLongsword,,,
Task_Equip_Artifact_Set1_1hLongsword,TaskEquipItem,,,1,1,Artifact_Set1_1hLongsword,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_equip,,,,,,,true,,,,,
Task_ContainerPerks_Artifact_Set1_1hLongsword,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@Objective_Artifact_PerkTasks,,,,,,,true,Task_Perk1_Artifact_Set1_1hLongsword,Task_Perk2_Artifact_Set1_1hLongsword,Task_Perk3_Artifact_Set1_1hLongsword,,
Task_Perk1_Artifact_Set1_1hLongsword,TaskKillContribution,,,,1,,,,,,,,DungeonCutlassKeys00,,,,,,,,,,,Dryad_Siren,,,,,,,,,,,,,,,,,,,,@Objective_Kill_BnBP,,,,,,,true,,,,,
Task_Perk2_Artifact_Set1_1hLongsword,TaskKillContribution,,,,30,,,,,true,,ancient_ruins_40054,,,,,,,,,,,,Ancient,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,true,,,,,
Task_Perk3_Artifact_Set1_1hLongsword,TaskKillContribution,,,,50,,,,,,,,DungeonShatterMtn00,,,,,,,,,,,Corrupted,,,,,,,,,,,,,,,,,,,,@Objective_Kill_Tempest,,,,,,,true,,,,,
Task_Craft_Artifact_Set1_1hLongsword,TaskAchievement,,,1,,FC_Artifact_Set1_1hLongsword,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@Objective_CraftArtifact,,,,,,,true,,,,,
